"","seeing","sex","area_council","urban_rural","age","population"
"1554","Yes, some difficulty","Male","east santo",2,85,2
"1555","No, no difficulty","Male","east santo",2,86,1
"1556","Yes, lots of difficulty","Male","east santo",2,90,1
"1557","Yes, lots of difficulty","Male","east santo",2,92,1
"1558","Yes, some difficulty","Male","east santo",2,97,1
"1559","No, no difficulty","Male","east santo",2,98,1
"1560","No, no difficulty","Male","east santo",2,101,1
"1561","Yes, lots of difficulty","Male","east santo",2,106,1
"1562",NA,"Female","emau",2,0,4
"1563",NA,"Female","emau",2,1,8
"1564",NA,"Female","emau",2,2,12
"1565",NA,"Female","emau",2,3,10
"1566",NA,"Female","emau",2,4,13
"1567","No, no difficulty","Female","emau",2,5,13
"1568","No, no difficulty","Female","emau",2,6,13
"1569","No, no difficulty","Female","emau",2,7,13
"1570","No, no difficulty","Female","emau",2,8,8
"1571","No, no difficulty","Female","emau",2,9,8
"1572","No, no difficulty","Female","emau",2,10,8
"1573","No, no difficulty","Female","emau",2,11,11
"1574","No, no difficulty","Female","emau",2,12,9
"1575","No, no difficulty","Female","emau",2,13,10
"1576","No, no difficulty","Female","emau",2,14,12
"1577","No, no difficulty","Female","emau",2,15,5
"1578","No, no difficulty","Female","emau",2,16,3
"1579","No, no difficulty","Female","emau",2,17,3
"1580","No, no difficulty","Female","emau",2,18,1
"1581","No, no difficulty","Female","emau",2,19,7
"1582","No, no difficulty","Female","emau",2,20,10
"1583","No, no difficulty","Female","emau",2,21,8
"1584","No, no difficulty","Female","emau",2,22,3
"1585","No, no difficulty","Female","emau",2,23,4
"1586","No, no difficulty","Female","emau",2,24,4
"1587","No, no difficulty","Female","emau",2,25,6
"1588","No, no difficulty","Female","emau",2,26,7
"1589","No, no difficulty","Female","emau",2,27,8
"1590","No, no difficulty","Female","emau",2,28,9
"1591","No, no difficulty","Female","emau",2,29,3
"1592","No, no difficulty","Female","emau",2,30,2
"1593","No, no difficulty","Female","emau",2,31,5
"1594","No, no difficulty","Female","emau",2,32,3
"1595","No, no difficulty","Female","emau",2,33,10
"1596","No, no difficulty","Female","emau",2,34,6
"1597","No, no difficulty","Female","emau",2,35,4
"1598","No, no difficulty","Female","emau",2,36,1
"1599","No, no difficulty","Female","emau",2,37,3
"1600","No, no difficulty","Female","emau",2,38,1
"1601","No, no difficulty","Female","emau",2,39,3
"1602","No, no difficulty","Female","emau",2,40,1
"1603","No, no difficulty","Female","emau",2,41,2
"1604","No, no difficulty","Female","emau",2,42,4
"1605","No, no difficulty","Female","emau",2,43,1
"1606","No, no difficulty","Female","emau",2,44,5
"1607","No, no difficulty","Female","emau",2,45,5
"1608","Yes, some difficulty","Female","emau",2,46,5
"1609","No, no difficulty","Female","emau",2,47,1
"1610","Yes, some difficulty","Female","emau",2,48,3
"1611","No, no difficulty","Female","emau",2,49,1
"1612","Yes, some difficulty","Female","emau",2,51,4
"1613","No, no difficulty","Female","emau",2,52,2
"1614","No, no difficulty","Female","emau",2,53,5
"1615","No, no difficulty","Female","emau",2,54,2
"1616","No, no difficulty","Female","emau",2,55,1
"1617","No, no difficulty","Female","emau",2,56,6
"1618","No, no difficulty","Female","emau",2,57,7
"1619","No, no difficulty","Female","emau",2,58,1
"1620","No, no difficulty","Female","emau",2,59,2
"1621","No, no difficulty","Female","emau",2,60,2
"1622","Yes, some difficulty","Female","emau",2,61,2
"1623","Yes, some difficulty","Female","emau",2,62,3
"1624","Yes, some difficulty","Female","emau",2,63,1
"1625","No, no difficulty","Female","emau",2,64,1
"1626","No, no difficulty","Female","emau",2,65,1
"1627","No, no difficulty","Female","emau",2,66,1
"1628","Yes, some difficulty","Female","emau",2,68,1
"1629","Yes, some difficulty","Female","emau",2,69,3
"1630","Yes, some difficulty","Female","emau",2,70,1
"1631","No, no difficulty","Female","emau",2,72,2
"1632","Yes, some difficulty","Female","emau",2,75,1
"1633","Yes, some difficulty","Female","emau",2,76,2
"1634","No, no difficulty","Female","emau",2,77,1
"1635","Yes, some difficulty","Female","emau",2,78,2
"1636","Yes, some difficulty","Female","emau",2,79,1
"1637","No, no difficulty","Female","emau",2,81,1
"1638","Yes, some difficulty","Female","emau",2,84,2
"1639","Yes, some difficulty","Female","emau",2,86,1
"1640","Yes, some difficulty","Female","emau",2,88,1
"1641","Yes, lots of difficulty","Female","emau",2,92,1
"1642",NA,"Male","emau",2,0,10
"1643",NA,"Male","emau",2,1,14
"1644",NA,"Male","emau",2,2,9
"1645",NA,"Male","emau",2,3,10
"1646",NA,"Male","emau",2,4,9
"1647","No, no difficulty","Male","emau",2,5,15
"1648","No, no difficulty","Male","emau",2,6,10
"1649","No, no difficulty","Male","emau",2,7,10
"1650","No, no difficulty","Male","emau",2,8,9
"1651","No, no difficulty","Male","emau",2,9,8
"1652","No, no difficulty","Male","emau",2,10,24
"1653","No, no difficulty","Male","emau",2,11,8
"1654","No, no difficulty","Male","emau",2,12,15
"1655","No, no difficulty","Male","emau",2,13,8
"1656","No, no difficulty","Male","emau",2,14,12
"1657","No, no difficulty","Male","emau",2,15,6
"1658","No, no difficulty","Male","emau",2,16,4
"1659","No, no difficulty","Male","emau",2,17,5
"1660","No, no difficulty","Male","emau",2,18,3
"1661","No, no difficulty","Male","emau",2,19,3
"1662","No, no difficulty","Male","emau",2,20,4
"1663","No, no difficulty","Male","emau",2,21,4
"1664","No, no difficulty","Male","emau",2,22,10
"1665","No, no difficulty","Male","emau",2,23,6
"1666","No, no difficulty","Male","emau",2,24,10
"1667","No, no difficulty","Male","emau",2,25,7
"1668","No, no difficulty","Male","emau",2,26,5
"1669","No, no difficulty","Male","emau",2,27,4
"1670","No, no difficulty","Male","emau",2,28,9
"1671","No, no difficulty","Male","emau",2,29,3
"1672","No, no difficulty","Male","emau",2,30,5
"1673","No, no difficulty","Male","emau",2,31,4
"1674","No, no difficulty","Male","emau",2,32,3
"1675","No, no difficulty","Male","emau",2,33,5
"1676","No, no difficulty","Male","emau",2,34,9
"1677","No, no difficulty","Male","emau",2,35,9
"1678","No, no difficulty","Male","emau",2,36,5
"1679","No, no difficulty","Male","emau",2,37,5
"1680","No, no difficulty","Male","emau",2,38,5
"1681","No, no difficulty","Male","emau",2,39,1
"1682","No, no difficulty","Male","emau",2,41,3
"1683","No, no difficulty","Male","emau",2,42,2
"1684","No, no difficulty","Male","emau",2,43,2
"1685","No, no difficulty","Male","emau",2,44,2
"1686","No, no difficulty","Male","emau",2,45,2
"1687","No, no difficulty","Male","emau",2,46,4
"1688","No, no difficulty","Male","emau",2,47,2
"1689","No, no difficulty","Male","emau",2,48,1
"1690","No, no difficulty","Male","emau",2,49,5
"1691","No, no difficulty","Male","emau",2,50,3
"1692","No, no difficulty","Male","emau",2,51,3
"1693","No, no difficulty","Male","emau",2,52,2
"1694","No, no difficulty","Male","emau",2,53,3
"1695","No, no difficulty","Male","emau",2,54,2
"1696","No, no difficulty","Male","emau",2,55,2
"1697","No, no difficulty","Male","emau",2,56,1
"1698","No, no difficulty","Male","emau",2,57,4
"1699","No, no difficulty","Male","emau",2,58,3
"1700","No, no difficulty","Male","emau",2,59,1
"1701","No, no difficulty","Male","emau",2,60,2
"1702","No, no difficulty","Male","emau",2,61,3
"1703","Yes, some difficulty","Male","emau",2,62,2
"1704","No, no difficulty","Male","emau",2,64,2
"1705","No, no difficulty","Male","emau",2,65,1
"1706","No, no difficulty","Male","emau",2,66,2
"1707","Yes, some difficulty","Male","emau",2,68,1
"1708","No, no difficulty","Male","emau",2,71,2
"1709","Yes, some difficulty","Male","emau",2,73,1
"1710","No, no difficulty","Male","emau",2,74,2
"1711","No, no difficulty","Male","emau",2,75,1
"1712","Yes, some difficulty","Male","emau",2,76,1
"1713","No, no difficulty","Male","emau",2,77,2
"1714","No, no difficulty","Male","emau",2,78,2
"1715","No, no difficulty","Male","emau",2,81,1
"1716","Yes, lots of difficulty","Male","emau",2,100,1
"1717",NA,NA,"erakor",2,NA,NA
"1718",NA,"Female","erakor",2,0,159
"1719",NA,"Female","erakor",2,1,144
"1720",NA,"Female","erakor",2,2,144
"1721",NA,"Female","erakor",2,3,160
"1722",NA,"Female","erakor",2,4,136
"1723","No, no difficulty","Female","erakor",2,5,140
"1724","No, no difficulty","Female","erakor",2,6,154
"1725","No, no difficulty","Female","erakor",2,7,155
"1726","No, no difficulty","Female","erakor",2,8,118
"1727","No, no difficulty","Female","erakor",2,9,115
"1728","No, no difficulty","Female","erakor",2,10,129
"1729","No, no difficulty","Female","erakor",2,11,135
"1730","No, no difficulty","Female","erakor",2,12,118
"1731","No, no difficulty","Female","erakor",2,13,98
"1732","No, no difficulty","Female","erakor",2,14,118
"1733","No, no difficulty","Female","erakor",2,15,108
"1734","No, no difficulty","Female","erakor",2,16,181
"1735","No, no difficulty","Female","erakor",2,17,124
"1736","No, no difficulty","Female","erakor",2,18,107
"1737","No, no difficulty","Female","erakor",2,19,88
"1738","No, no difficulty","Female","erakor",2,20,139
"1739","No, no difficulty","Female","erakor",2,21,99
"1740","No, no difficulty","Female","erakor",2,22,112
"1741","No, no difficulty","Female","erakor",2,23,130
"1742","No, no difficulty","Female","erakor",2,24,91
"1743","No, no difficulty","Female","erakor",2,25,117
"1744","No, no difficulty","Female","erakor",2,26,93
"1745","No, no difficulty","Female","erakor",2,27,98
"1746","No, no difficulty","Female","erakor",2,28,122
"1747","No, no difficulty","Female","erakor",2,29,89
"1748","No, no difficulty","Female","erakor",2,30,119
"1749","No, no difficulty","Female","erakor",2,31,112
"1750","No, no difficulty","Female","erakor",2,32,96
"1751","Yes, some difficulty","Female","erakor",2,33,104
"1752","No, no difficulty","Female","erakor",2,34,92
"1753","No, no difficulty","Female","erakor",2,35,92
"1754","No, no difficulty","Female","erakor",2,36,81
"1755","No, no difficulty","Female","erakor",2,37,86
"1756","No, no difficulty","Female","erakor",2,38,85
"1757","No, no difficulty","Female","erakor",2,39,49
"1758","No, no difficulty","Female","erakor",2,40,66
"1759","No, no difficulty","Female","erakor",2,41,56
"1760","No, no difficulty","Female","erakor",2,42,62
"1761","No, no difficulty","Female","erakor",2,43,66
"1762","No, no difficulty","Female","erakor",2,44,59
"1763","No, no difficulty","Female","erakor",2,45,71
"1764","No, no difficulty","Female","erakor",2,46,64
"1765","No, no difficulty","Female","erakor",2,47,58
"1766","No, no difficulty","Female","erakor",2,48,61
"1767","No, no difficulty","Female","erakor",2,49,29
"1768","Yes, some difficulty","Female","erakor",2,50,60
"1769","No, no difficulty","Female","erakor",2,51,42
"1770","Yes, some difficulty","Female","erakor",2,52,49
"1771","No, no difficulty","Female","erakor",2,53,32
"1772","No, no difficulty","Female","erakor",2,54,61
"1773","No, no difficulty","Female","erakor",2,55,35
"1774","No, no difficulty","Female","erakor",2,56,52
"1775","No, no difficulty","Female","erakor",2,57,49
"1776","No, no difficulty","Female","erakor",2,58,35
"1777","No, no difficulty","Female","erakor",2,59,14
"1778","No, no difficulty","Female","erakor",2,60,21
"1779","No, no difficulty","Female","erakor",2,61,18
"1780","No, no difficulty","Female","erakor",2,62,30
"1781","Yes, some difficulty","Female","erakor",2,63,17
"1782","Yes, some difficulty","Female","erakor",2,64,21
"1783","No, no difficulty","Female","erakor",2,65,14
"1784","Yes, some difficulty","Female","erakor",2,66,16
"1785","No, no difficulty","Female","erakor",2,67,9
"1786","No, no difficulty","Female","erakor",2,68,10
"1787","No, no difficulty","Female","erakor",2,69,14
"1788","Yes, some difficulty","Female","erakor",2,70,6
"1789","No, no difficulty","Female","erakor",2,71,6
"1790","No, no difficulty","Female","erakor",2,72,7
"1791","Yes, some difficulty","Female","erakor",2,73,5
"1792","No, no difficulty","Female","erakor",2,74,3
"1793","Yes, some difficulty","Female","erakor",2,75,8
"1794","No, no difficulty","Female","erakor",2,76,4
"1795","Yes, some difficulty","Female","erakor",2,77,5
"1796","No, no difficulty","Female","erakor",2,78,10
"1797","Yes, some difficulty","Female","erakor",2,79,2
"1798","Yes, lots of difficulty","Female","erakor",2,80,4
"1799","No, no difficulty","Female","erakor",2,81,7
"1800","Yes, some difficulty","Female","erakor",2,82,2
"1801","No, no difficulty","Female","erakor",2,83,1
"1802","No, no difficulty","Female","erakor",2,84,4
"1803","No, no difficulty","Female","erakor",2,85,2
"1804","No, no difficulty","Female","erakor",2,87,2
"1805","No, no difficulty","Female","erakor",2,88,1
"1806","No, no difficulty","Female","erakor",2,89,2
"1807","Yes, lots of difficulty","Female","erakor",2,90,2
"1808","Yes, some difficulty","Female","erakor",2,95,1
"1809","No, no difficulty","Female","erakor",2,97,1
"1810","No, no difficulty","Female","erakor",2,99,3
"1811","Yes, some difficulty","Female","erakor",2,101,1
"1812",NA,"Male","erakor",2,0,171
"1813",NA,"Male","erakor",2,1,170
"1814",NA,"Male","erakor",2,2,173
"1815",NA,"Male","erakor",2,3,184
"1816",NA,"Male","erakor",2,4,159
"1817","No, no difficulty","Male","erakor",2,5,153
"1818","No, no difficulty","Male","erakor",2,6,173
"1819","No, no difficulty","Male","erakor",2,7,148
"1820","No, no difficulty","Male","erakor",2,8,166
"1821","No, no difficulty","Male","erakor",2,9,135
"1822","No, no difficulty","Male","erakor",2,10,131
"1823","No, no difficulty","Male","erakor",2,11,118
"1824","No, no difficulty","Male","erakor",2,12,112
"1825","No, no difficulty","Male","erakor",2,13,109
"1826","No, no difficulty","Male","erakor",2,14,122
"1827","No, no difficulty","Male","erakor",2,15,102
"1828","No, no difficulty","Male","erakor",2,16,193
"1829","No, no difficulty","Male","erakor",2,17,113
"1830","No, no difficulty","Male","erakor",2,18,80
"1831","No, no difficulty","Male","erakor",2,19,105
"1832","No, no difficulty","Male","erakor",2,20,117
"1833","No, no difficulty","Male","erakor",2,21,111
"1834","No, no difficulty","Male","erakor",2,22,112
"1835","No, no difficulty","Male","erakor",2,23,104
"1836","No, no difficulty","Male","erakor",2,24,107
"1837","No, no difficulty","Male","erakor",2,25,131
"1838","No, no difficulty","Male","erakor",2,26,93
"1839","No, no difficulty","Male","erakor",2,27,88
"1840","No, no difficulty","Male","erakor",2,28,113
"1841","No, no difficulty","Male","erakor",2,29,90
"1842","No, no difficulty","Male","erakor",2,30,97
"1843","No, no difficulty","Male","erakor",2,31,83
"1844","No, no difficulty","Male","erakor",2,32,72
"1845","No, no difficulty","Male","erakor",2,33,92
"1846","No, no difficulty","Male","erakor",2,34,77
"1847","No, no difficulty","Male","erakor",2,35,99
"1848","No, no difficulty","Male","erakor",2,36,93
"1849",NA,"Male","erakor",2,37,77
"1850","No, no difficulty","Male","erakor",2,38,57
"1851","No, no difficulty","Male","erakor",2,39,54
"1852","No, no difficulty","Male","erakor",2,40,83
"1853","No, no difficulty","Male","erakor",2,41,79
"1854","No, no difficulty","Male","erakor",2,42,63
"1855","No, no difficulty","Male","erakor",2,43,50
"1856","No, no difficulty","Male","erakor",2,44,59
"1857","No, no difficulty","Male","erakor",2,45,69
